learning_object,question_text,suggested_solution,difficulty
LO-00009,Giải hệ phương trình: \(\begin{cases} \frac{1}{x} + \frac{1}{y} + \frac{1}{z} = 6 \\ \frac{2}{x} - \frac{1}{y} + \frac{3}{z} = 9 \\ \frac{3}{x} + \frac{2}{y} - \frac{1}{z} = 4 \end{cases}\).,"Đây là hệ ba phương trình bậc nhất ba ẩn có thể giải bằng cách đặt ẩn phụ.  **Lời giải:** - Bước 1: ĐKXĐ: \(x, y, z \ne 0\). Đặt \(a = \frac{1}{x}, b = \frac{1}{y}, c = \frac{1}{z}\). Hệ trở thành:   \(\begin{cases} a + b + c = 6 \\ 2a - b + 3c = 9 \\ 3a + 2b - c = 4 \end{cases}\) - Bước 2: Giải hệ mới. Cộng (1) và (2): \(3a + 4c = 15\) (4).   Cộng (1) và (3): \(4a + 3b = 10\). Cách này không khử được.   Nhân (1) với 2 rồi trừ đi (3): \((2a-3a) + (2b-2b) + (2c - (-c)) = 12-4 \Rightarrow -a+3c=8\) (5). - Bước 3: Giải hệ (4) và (5):   \(\begin{cases} 3a + 4c = 15 \\ -a + 3c = 8 \end{cases}\). Từ (5) \(\Rightarrow a = 3c-8\). Thế vào (4):   \(3(3c-8) + 4c = 15 \Leftrightarrow 9c-24+4c=15 \Leftrightarrow 13c=39 \Leftrightarrow c=3\).   Suy ra \(a = 3(3)-8 = 1\).   Thay \(a=1, c=3\) vào (1): \(1+b+3=6 \Rightarrow b=2\). - Bước 4: Trả lại biến cũ.   + \(a = \frac{1}{x} = 1 \Rightarrow x = 1\)   + \(b = \frac{1}{y} = 2 \Rightarrow y = \frac{1}{2}\)   + \(c = \frac{1}{z} = 3 \Rightarrow z = \frac{1}{3}\)  Vậy nghiệm của hệ là \((x; y; z) = (1; \frac{1}{2}; \frac{1}{3})\).",Vận dụng cao
LO-00010,"Để vào chế độ giải hệ phương trình bậc nhất hai ẩn trên máy tính Casio, bạn cần bấm những phím nào?",Các dòng máy tính Casio phổ biến có cách truy cập khác nhau.  **Lời giải:** - **Đối với máy Casio FX-570VN PLUS:** Bấm `MODE` -> `5` (EQN) -> `1` (anX + bnY = cn). - **Đối với máy Casio fx-580VN X:** Bấm `MENU` -> `9` (Phương trình/Hệ PT) -> `1` (Hệ phương trình) -> `2` (2 ẩn).,Nhận biết
LO-00010,"Khi sử dụng máy tính cầm tay để giải hệ \(\begin{cases} 2x - 5y = 1 \\ x + 3y = 9 \end{cases}\), bạn cần nhập các hệ số theo thứ tự nào?","Máy tính yêu cầu nhập các hệ số \(a, b, c\) của từng phương trình theo đúng thứ tự.  **Lời giải:** Bạn cần nhập các hệ số theo thứ tự sau: - Phương trình 1: Nhập `2`, bấm `=`, nhập `-5`, bấm `=`, nhập `1`, bấm `=`. - Phương trình 2: Nhập `1`, bấm `=`, nhập `3`, bấm `=`, nhập `9`, bấm `=`. Sau đó bấm `=` để xem kết quả.",Nhận biết
LO-00010,"Để nhập phương trình \(4x = 12\) vào máy tính cầm tay trong một hệ hai ẩn, bạn cần nhập các hệ số \(a, b, c\) tương ứng là bao nhiêu?","Phương trình \(4x = 12\) có thể được viết lại dưới dạng đầy đủ là \(4x + 0y = 12\).  **Lời giải:** - Hệ số của \(x\) là \(a = 4\). - Vì không có hạng tử chứa \(y\), hệ số của \(y\) là \(b = 0\). - Hằng số tự do là \(c = 12\).  Vậy bạn cần nhập các hệ số là `4`, `0`, `12`.",Thông hiểu
LO-00010,"Khi giải hệ phương trình bằng máy tính cầm tay, nếu màn hình hiển thị ""Vô số nghiệm"" (Infinite sol) hoặc ""Vô nghiệm"" (No solution), điều đó có ý nghĩa hình học là gì?","Số nghiệm của hệ phương trình tương ứng với số điểm chung của hai đường thẳng biểu diễn tập nghiệm của mỗi phương trình.  **Lời giải:** - **""Vô số nghiệm""**: Hai đường thẳng biểu diễn hai phương trình của hệ **trùng nhau**. - **""Vô nghiệm""**: Hai đường thẳng biểu diễn hai phương trình của hệ **song song** với nhau.",Thông hiểu
LO-00010,"Bạn An muốn giải hệ \(\begin{cases} 3x = 2y + 1 \\ 5y = 4x - 2 \end{cases}\) bằng máy tính. An đã nhập các hệ số của phương trình đầu tiên là `3`, `2`, `1`. Lỗi sai của An là gì?","Lỗi sai của An là chưa đưa phương trình về dạng chuẩn \(ax + by = c\) trước khi nhập hệ số.  **Lời giải:** - Phương trình đầu tiên \(3x = 2y + 1\) cần được chuyển vế thành \(3x - 2y = 1\). - Do đó, các hệ số đúng phải là \(a=3, b=-2, c=1\). - An đã nhập \(b=2\) thay vì \(b=-2\).",Thông hiểu
LO-00010,Sử dụng máy tính cầm tay để tìm nghiệm của hệ phương trình: \(\begin{cases} 0.5x - 1.2y = -4.1 \\ 1.5x + 0.8y = 4.9 \end{cases}\).,"Ta sẽ nhập trực tiếp các hệ số thập phân vào máy tính để giải.  **Lời giải:** - Bước 1: Vào chế độ giải hệ phương trình 2 ẩn. - Bước 2: Nhập các hệ số:   + PT1: \(a=0.5, b=-1.2, c=-4.1\)   + PT2: \(a=1.5, b=0.8, c=4.9\) - Bước 3: Bấm phím `=` để nhận kết quả.   Máy tính sẽ hiển thị \(x = 1\) và \(y = 3.8333...\) hoặc \(y = \frac{23}{6}\).  Vậy nghiệm của hệ là \((x; y) = (1; \frac{23}{6})\).",Vận dụng
LO-00010,Một trang trại có 30 con gà và thỏ. Tổng số chân đếm được là 80 chân. Sử dụng máy tính cầm tay để tìm số gà và số thỏ.,"Ta cần lập một hệ phương trình bậc nhất hai ẩn từ dữ kiện bài toán, sau đó dùng máy tính để giải.  **Lời giải:** - Bước 1: Gọi \(x\) là số gà, \(y\) là số thỏ (\(x, y\) nguyên dương). - Bước 2: Lập hệ phương trình:   + Tổng số con: \(x + y = 30\)   + Tổng số chân (gà có 2 chân, thỏ có 4 chân): \(2x + 4y = 80\)   Ta có hệ: \(\begin{cases} x + y = 30 \\ 2x + 4y = 80 \end{cases}\) - Bước 3: Dùng máy tính cầm tay giải hệ trên.   Nhập các hệ số: `1, 1, 30` và `2, 4, 80`. - Bước 4: Đọc kết quả.   Máy tính hiển thị \(x = 20\) và \(y = 10\).  Vậy trang trại có 20 con gà và 10 con thỏ.",Vận dụng
LO-00010,Sắp xếp các bước sử dụng máy tính cầm tay để tìm tọa độ giao điểm của hai đường thẳng \(d_1: y = 5x - 4\) và \(d_2: y = -2x + 10\).,"Tọa độ giao điểm là nghiệm của hệ phương trình tạo bởi hai đường thẳng. Ta cần đưa hệ về dạng chuẩn trước khi dùng máy tính.  **Lời giải:** 1. Viết hệ phương trình tương ứng với hai đường thẳng: \(\begin{cases} y = 5x - 4 \\ y = -2x + 10 \end{cases}\). 2. Chuyển hệ về dạng chuẩn \(ax+by=c\): \(\begin{cases} -5x + y = -4 \\ 2x + y = 10 \end{cases}\). 3. Mở chế độ giải hệ phương trình 2 ẩn trên máy tính. 4. Nhập các hệ số của hệ phương trình đã chuyển đổi: `-5, 1, -4` và `2, 1, 10`. 5. Bấm phím `=` để đọc kết quả hoành độ \(x\) và tung độ \(y\) của giao điểm. (Kết quả: x=2, y=6).",Vận dụng
LO-00010,"Bạn có hệ phương trình \(\begin{cases} \frac{2}{x} + \frac{5}{y} = -1 \\ \frac{3}{x} - \frac{1}{y} = 7 \end{cases}\). Bạn đặt \(u = \frac{1}{x}, v = \frac{1}{y}\) và được hệ mới \(\begin{cases} 2u + 5v = -1 \\ 3u - v = 7 \end{cases}\). Bước tiếp theo để tìm \(x, y\) bằng máy tính là gì?","Sau khi đặt ẩn phụ, ta dùng máy tính để giải hệ mới theo \(u, v\), sau đó phải tính ngược lại để tìm \(x, y\).  **Lời giải:** Bước tiếp theo là sử dụng máy tính cầm tay để giải hệ phương trình \(\begin{cases} 2u + 5v = -1 \\ 3u - v = 7 \end{cases}\). Nhập các hệ số `2, 5, -1` và `3, -1, 7`, máy tính sẽ cho kết quả \(u=2\) và \(v=-1\). Cuối cùng, ta tính \(x = \frac{1}{u} = \frac{1}{2}\) và \(y = \frac{1}{v} = -1\).",Vận dụng cao
LO-00010,Sử dụng máy tính cầm tay để tìm nghiệm của hệ phương trình ba ẩn: \(\begin{cases} x + y + z = 6 \\ 2x - y + z = 3 \\ x + 2y - 3z = 2 \end{cases}\).,"Các máy tính Casio FX-570VN PLUS và fx-580VN X đều hỗ trợ giải hệ phương trình bậc nhất ba ẩn.  **Lời giải:** - **Đối với máy Casio FX-570VN PLUS:** Bấm `MODE` -> `5` (EQN) -> `2` (anX + bnY + cnZ = dn). - **Đối với máy Casio fx-580VN X:** Bấm `MENU` -> `9` (Phương trình/Hệ PT) -> `1` (Hệ phương trình) -> `3` (3 ẩn).  Sau đó, nhập lần lượt các hệ số: - PT1: `1, 1, 1, 6` - PT2: `2, -1, 1, 3` - PT3: `1, 2, -3, 2`  Bấm `=` để đọc kết quả: \(x=1, y=2, z=3\). Vậy nghiệm của hệ là \((1; 2; 3)\).",Vận dụng cao
LO-00011,"Hai số có tổng bằng 59. Hai lần số thứ nhất lớn hơn ba lần số thứ hai là 7. Nếu gọi số thứ nhất là \(x\) và số thứ hai là \(y\), hệ phương trình nào sau đây biểu diễn đúng bài toán?","Ta cần chuyển các mệnh đề của bài toán thành các phương trình toán học.  **Lời giải:** - ""Hai số có tổng bằng 59"" được biểu diễn bởi phương trình: \(x + y = 59\). - ""Hai lần số thứ nhất lớn hơn ba lần số thứ hai là 7"" được biểu diễn bởi phương trình: \(2x - 3y = 7\).  Vậy hệ phương trình của bài toán là: \(\begin{cases} x + y = 59 \\ 2x - 3y = 7 \end{cases}\)",Nhận biết
LO-00011,Một hình chữ nhật có chu vi là 80m. Chiều dài hơn chiều rộng 10m. Gọi chiều dài là \(x\) (m) và chiều rộng là \(y\) (m). Hãy lập hệ phương trình của bài toán.,"Ta cần biểu diễn chu vi và mối quan hệ giữa hai cạnh thành các phương trình.  **Lời giải:** - Chu vi là 80m, ta có phương trình: \(2(x+y) = 80 \Leftrightarrow x + y = 40\). - Chiều dài hơn chiều rộng 10m, ta có phương trình: \(x - y = 10\).  Vậy hệ phương trình của bài toán là: \(\begin{cases} x + y = 40 \\ x - y = 10 \end{cases}\)",Nhận biết
LO-00011,"Trong tháng đầu, hai tổ sản xuất được 800 chi tiết máy. Sang tháng thứ hai, tổ I vượt mức 15%, tổ II vượt mức 20%, do đó cả hai tổ sản xuất được 945 chi tiết máy. Gọi \(x, y\) lần lượt là số chi tiết máy tổ I và tổ II sản xuất được trong tháng đầu. Hãy lập hệ phương trình biểu diễn bài toán.","Ta cần lập một phương trình cho tháng đầu và một phương trình cho tháng thứ hai.  **Lời giải:** - Tháng đầu, hai tổ sản xuất được 800 chi tiết: \(x + y = 800\). - Tháng hai:   + Tổ I sản xuất được: \(x + 15\%x = 1.15x\)   + Tổ II sản xuất được: \(y + 20\%y = 1.20y\)   + Cả hai tổ sản xuất được 945 chi tiết: \(1.15x + 1.20y = 945\).  Vậy hệ phương trình là: \(\begin{cases} x + y = 800 \\ 1.15x + 1.2y = 945 \end{cases}\)",Thông hiểu
LO-00011,"Hiện nay tuổi của cha gấp 3 lần tuổi của con cộng thêm 4. Năm năm trước, tuổi của cha bằng 4 lần tuổi của con. Gọi tuổi của cha hiện nay là \(x\) và tuổi của con hiện nay là \(y\). Hãy lập hệ phương trình của bài toán.",Ta cần lập một phương trình cho tuổi hiện nay và một phương trình cho tuổi của 5 năm trước.  **Lời giải:** - Mối quan hệ tuổi hiện nay: \(x = 3y + 4 \Leftrightarrow x - 3y = 4\). - Mối quan hệ tuổi 5 năm trước:   + Tuổi cha 5 năm trước: \(x - 5\)   + Tuổi con 5 năm trước: \(y - 5\)   + Phương trình: \(x - 5 = 4(y - 5) \Leftrightarrow x - 4y = -15\).  Vậy hệ phương trình là: \(\begin{cases} x - 3y = 4 \\ x - 4y = -15 \end{cases}\),Thông hiểu
LO-00011,"Một ca nô chạy trên sông trong 3 giờ, xuôi dòng 48 km và ngược dòng 30 km. Biết vận tốc dòng nước là 2 km/h. Gọi vận tốc thực của ca nô là \(x\) (km/h) và thời gian ca nô xuôi dòng là \(y\) (giờ). Hãy lập hệ phương trình của bài toán.","Đây là bài toán chuyển động trên dòng nước, cần phân biệt vận tốc xuôi và ngược dòng.  **Lời giải:** - Vận tốc xuôi dòng: \(x+2\) km/h. Vận tốc ngược dòng: \(x-2\) km/h. - Thời gian xuôi dòng là \(y\) giờ, thời gian ngược dòng là \(3-y\) giờ. - Phương trình quãng đường xuôi dòng: \(y(x+2) = 48\). - Phương trình quãng đường ngược dòng: \((3-y)(x-2) = 30\).  Vậy hệ phương trình là: \(\begin{cases} y(x+2) = 48 \\ (3-y)(x-2) = 30 \end{cases}\). Đây là một hệ không tuyến tính, cho thấy sự phức tạp trong việc chọn ẩn.",Thông hiểu
LO-00011,Hai vòi nước cùng chảy vào một bể cạn thì sau 4 giờ 48 phút sẽ đầy bể. Nếu vòi thứ nhất chảy trong 4 giờ và vòi thứ hai chảy trong 3 giờ thì cả hai vòi chảy được \(\frac{3}{4}\) bể. Hỏi nếu chảy một mình thì mỗi vòi cần bao lâu để đầy bể?,"Đây là bài toán năng suất (làm chung - làm riêng).  **Lời giải:** - Bước 1: Đổi đơn vị: 4 giờ 48 phút = \(4 + \frac{48}{60} = 4.8 = \frac{24}{5}\) giờ. - Bước 2: Gọi ẩn.   Gọi thời gian vòi 1 và vòi 2 chảy một mình đầy bể lần lượt là \(x, y\) (giờ, \(x, y > 24/5\)).   Trong 1 giờ, vòi 1 chảy được \(\frac{1}{x}\) bể, vòi 2 chảy được \(\frac{1}{y}\) bể. - Bước 3: Lập hệ phương trình.   + Cả hai vòi cùng chảy 1 giờ được \(1 : \frac{24}{5} = \frac{5}{24}\) bể: \(\frac{1}{x} + \frac{1}{y} = \frac{5}{24}\) (1)   + Vòi 1 chảy 4 giờ, vòi 2 chảy 3 giờ được \(\frac{3}{4}\) bể: \(4 \cdot \frac{1}{x} + 3 \cdot \frac{1}{y} = \frac{3}{4}\) (2) - Bước 4: Giải hệ. Đặt \(u = 1/x, v = 1/y\). Ta có hệ: \(\begin{cases} u + v = 5/24 \\ 4u + 3v = 3/4 \end{cases}\).   Giải hệ này ta được \(u = 1/8, v = 1/12\). - Bước 5: Trả lại biến cũ và kết luận.   + \(1/x = 1/8 \Rightarrow x = 8\)   + \(1/y = 1/12 \Rightarrow y = 12\)   Vậy vòi 1 chảy một mình hết 8 giờ, vòi 2 chảy một mình hết 12 giờ.",Vận dụng
LO-00011,"Hai xe khởi hành cùng lúc từ hai địa điểm A và B cách nhau 150 km, đi ngược chiều nhau và gặp nhau sau 2 giờ. Nếu xe đi từ A khởi hành trước xe đi từ B 1 giờ thì chúng sẽ gặp nhau sau 1 giờ 36 phút kể từ lúc xe B khởi hành. Tính vận tốc của mỗi xe.","Đây là bài toán chuyển động ngược chiều.  **Lời giải:** - Bước 1: Đổi đơn vị: 1 giờ 36 phút = \(1 + \frac{36}{60} = 1.6\) giờ. - Bước 2: Gọi ẩn.   Gọi vận tốc xe đi từ A là \(x\) (km/h) và vận tốc xe đi từ B là \(y\) (km/h) (\(x, y > 0\)). - Bước 3: Lập hệ phương trình.   + Trường hợp 1 (khởi hành cùng lúc): Tổng quãng đường hai xe đi được sau 2 giờ là 150 km.     \(2x + 2y = 150 \Leftrightarrow x + y = 75\) (1)   + Trường hợp 2 (xe A đi trước 1 giờ): Xe A đi trong \(1 + 1.6 = 2.6\) giờ, xe B đi trong 1.6 giờ. Tổng quãng đường là 150 km.     \(2.6x + 1.6y = 150\) (2) - Bước 4: Giải hệ phương trình (1) và (2).   Từ (1) \(\Rightarrow y = 75 - x\). Thế vào (2):   \(2.6x + 1.6(75 - x) = 150\)   \(\Leftrightarrow 2.6x + 120 - 1.6x = 150\)   \(\Leftrightarrow x = 30\).   Suy ra \(y = 75 - 30 = 45\). - Bước 5: Kết luận.   Vận tốc xe đi từ A là 30 km/h, vận tốc xe đi từ B là 45 km/h.",Vận dụng
LO-00011,Một phòng họp có 360 ghế được xếp thành các dãy có số ghế ở mỗi dãy bằng nhau. Nếu bớt đi 3 dãy và mỗi dãy còn lại thêm 4 ghế thì số ghế trong phòng không đổi. Hỏi ban đầu phòng họp có bao nhiêu dãy ghế?,"Đây là bài toán về sắp xếp, có thể giải bằng cách lập hệ phương trình.  **Lời giải:** - Bước 1: Gọi ẩn.   Gọi số dãy ghế ban đầu là \(x\) (dãy) và số ghế mỗi dãy ban đầu là \(y\) (ghế/dãy) (\(x, y \in \mathbb{N}^*\)). - Bước 2: Lập hệ phương trình.   + Tổng số ghế ban đầu: \(xy = 360\) (1)   + Thay đổi cách xếp: Số dãy lúc sau là \(x-3\), số ghế mỗi dãy lúc sau là \(y+4\). Tổng số ghế không đổi:     \((x-3)(y+4) = 360\) (2) - Bước 3: Giải hệ phương trình.   Từ (2): \(xy + 4x - 3y - 12 = 360\).   Thế (1) vào: \(360 + 4x - 3y - 12 = 360 \Leftrightarrow 4x - 3y = 12\).   Từ (1) rút ra \(y = \frac{360}{x}\). Thế vào phương trình vừa rút gọn:   \(4x - 3\left(\frac{360}{x}\right) = 12 \Leftrightarrow 4x^2 - 1080 = 12x \Leftrightarrow x^2 - 3x - 270 = 0\).   Giải phương trình bậc hai ta được \(x = 18\) (nhận) và \(x = -15\) (loại). - Bước 4: Kết luận.   Vậy ban đầu phòng họp có 18 dãy ghế.",Vận dụng
LO-00011,Có hai loại dung dịch muối với nồng độ lần lượt là 5% và 30%. Cần phải trộn bao nhiêu gam mỗi loại dung dịch để thu được 500g dung dịch muối có nồng độ 25%?,"Đây là bài toán pha trộn dung dịch. Ta sẽ lập một phương trình cho tổng khối lượng dung dịch và một phương trình cho tổng khối lượng muối nguyên chất.  **Lời giải:** - Bước 1: Gọi ẩn.   Gọi khối lượng dung dịch 5% cần dùng là \(x\) (g).   Gọi khối lượng dung dịch 30% cần dùng là \(y\) (g).   (Điều kiện: \(x, y > 0\)). - Bước 2: Lập hệ phương trình.   + Phương trình về tổng khối lượng dung dịch:     \(x + y = 500\) (1)   + Phương trình về khối lượng muối nguyên chất:     Khối lượng muối trong dung dịch 5%: \(0.05x\)     Khối lượng muối trong dung dịch 30%: \(0.30y\)     Khối lượng muối trong dung dịch 25% cuối cùng: \(0.25 \times 500 = 125\) (g)     Ta có phương trình: \(0.05x + 0.30y = 125\) (2) - Bước 3: Giải hệ phương trình (1) và (2).   Từ (1) \(\Rightarrow x = 500 - y\). Thế vào (2):   \(0.05(500 - y) + 0.30y = 125\)   \(\Leftrightarrow 25 - 0.05y + 0.30y = 125\)   \(\Leftrightarrow 0.25y = 100\)   \(\Leftrightarrow y = 400\).   Suy ra \(x = 500 - 400 = 100\). - Bước 4: Kết luận.   Cần trộn 100g dung dịch 5% và 400g dung dịch 30%.",Vận dụng cao
LO-00011,"Một đội xe dự định dùng một số xe cùng loại để chở 120 tấn hàng. Lúc sắp làm việc, do có 5 xe bị điều đi làm việc khác, nên để hoàn thành công việc, mỗi xe còn lại phải chở thêm 2 tấn hàng so với dự định. Hỏi lúc đầu đội xe có bao nhiêu chiếc?","Đây là bài toán năng suất, giải bằng cách lập hệ phương trình.  **Lời giải:**  - **Bước 1: Gọi ẩn và đặt điều kiện.**   Gọi số xe lúc đầu là \(x\) (chiếc).   Gọi số tấn hàng mỗi xe dự định chở là \(y\) (tấn/xe).   Điều kiện: \(x\) nguyên dương, \(x > 5\), \(y > 0\).  - **Bước 2: Lập hệ phương trình.**   Theo dự định, đội xe chở 120 tấn hàng, ta có phương trình:   \(xy = 120\) (1)   Thực tế, số xe là \(x-5\) (chiếc) và mỗi xe phải chở \(y+2\) (tấn).   Ta có phương trình:   \((x-5)(y+2) = 120\) (2)  - **Bước 3: Giải hệ phương trình.**   Từ (2) ta có: \(xy + 2x - 5y - 10 = 120\) (3)   Thế (1) vào (3), ta được:   \(120 + 2x - 5y - 10 = 120\)   \(\Leftrightarrow 2x - 5y = 10\)   \(\Leftrightarrow 2x = 10 + 5y \Leftrightarrow x = \frac{10 + 5y}{2}\)    Thế biểu thức của \(x\) vào phương trình (1):   \(\left( \frac{10 + 5y}{2} \right) y = 120\)   \(\Leftrightarrow (10 + 5y)y = 240\)   \(\Leftrightarrow 10y + 5y^2 = 240\)   \(\Leftrightarrow 5y^2 + 10y - 240 = 0\)   \(\Leftrightarrow y^2 + 2y - 48 = 0\)  - **Bước 4: Giải phương trình bậc hai cho y.**   Ta có \(\Delta' = 1^2 - 1(-48) = 1 + 48 = 49 = 7^2\).   Phương trình có hai nghiệm phân biệt:   \(y_1 = \frac{-1 + 7}{1} = 6\) (Thỏa mãn điều kiện \(y > 0\))   \(y_2 = \frac{-1 - 7}{1} = -8\) (Loại vì \(y < 0\))  - **Bước 5: Tìm x và kết luận.**   Với \(y = 6\), ta tìm \(x\) từ (1):   \(x = \frac{120}{y} = \frac{120}{6} = 20\).   Giá trị \(x = 20\) thỏa mãn điều kiện \(x > 5\).    **Đáp số:** Lúc đầu đội xe có 20 chiếc.",Vận dụng cao
