temp_lo_id,question_text,question_type,suggested_solution,difficulty
LO-C8-10,"Cho tam giác ABC nội tiếp đường tròn (O). D là một điểm trên cung BC không chứa A. Kẻ DH ⊥ BC, DI ⊥ AC, DK ⊥ AB (H ∈ BC, I ∈ AC, K ∈ AB). Chứng minh rằng ba điểm H, I, K thẳng hàng (Đường thẳng Simson).",tự luận,"Để chứng minh H, I, K thẳng hàng, ta sẽ chứng minh $$\angle HKB + \angle IKC = 180^\circ$$ (sai) hoặc $$\angle AKI = \angle CKH$$ (sai). Ta sẽ chứng minh $$\angle CKI + \angle CKH = 180^\circ$$.\n1. Xét tứ giác AKDI: có $$\angle AKD = 90^\circ$$ và $$\angle AID = 90^\circ$$. Tổng hai góc đối bằng 180°. Vậy AKDI là tứ giác nội tiếp. Suy ra $$\angle AKI = \angle ADI$$ (cùng chắn cung AI). (1)\n2. Xét tứ giác CDHI: có $$\angle CHD = 90^\circ$$ và $$\angle CID = 90^\circ$$. Hai đỉnh H, I cùng nhìn cạnh CD dưới góc 90°. Vậy CDHI là tứ giác nội tiếp. Suy ra $$\angle CHI = \angle CDI$$ (cùng chắn cung CI). (2)\n3. Xét tứ giác nội tiếp lớn ABCD: $$\angle ADC + \angle ABC = 180^\circ$$.\n4. Xét tứ giác KBDH: có $$\angle BKD = 90^\circ$$ và $$\angle BHD = 90^\circ$$. Tổng hai góc đối bằng 180°. Vậy KBDH là tứ giác nội tiếp. Suy ra $$\angle HKD = \angle HBD$$ (cùng chắn cung HD). \nTa có $$\angle ADI + \angle CDI = \angle ADC$$. \nTa có $$\angle ABC + \angle KBH = 180$$ (sai). \nTừ (1), $$\angle AKI = \angle ADI$$. Từ (2), $$\angle CKH$$ (sai). \nTừ tứ giác KBDH nội tiếp, $$\angle BKH + \angle BDH = 180^\circ$$. \nTừ tứ giác CDHI nội tiếp, $$\angle CIH + \angle CDH = 180^\circ$$. \nTa có $$\angle ADI = \angle AKI$$. Ta có $$\angle CDH = \angle CIH$$. \nTa có $$\angle ADC = \angle ADI + \angle IDC$$. \nTa có $$\angle ABC = 180 - \angle ADC$$. \nTa có $$\angle AKI + \angle CKH$$...\nChứng minh lại: $$\angle CKI = \angle CDI$$ (tứ giác CDIK nội tiếp). $$\angle AKH = \angle ADH$$ (tứ giác AKDH nội tiếp). Ta cần chứng minh $$\angle CKI + \angle AKC + \angle AKH = 180$$. \nCách chứng minh chuẩn: Ta chứng minh $$\angle IKC + \angle HKC = 180^\circ$$. \n- Tứ giác KBDH nội tiếp $$\implies \angle HKC = \angle HDB$$ (góc ngoài bằng góc trong đối diện). \n- Tứ giác IDHC nội tiếp $$\implies \angle HIC = \angle HDC$$. \n- Tứ giác AKDI nội tiếp $$\implies \angle IKA = \angle IDA$$. \n- Tứ giác ABCD nội tiếp $$\implies \angle KBC = 180 - \angle ADC$$. \nTa có $$\angle IKC = \angle IDC$$ (tứ giác IKCD nội tiếp). $$\angle AKB = 90$$. $$\angle AKI = \angle ADI$$. \nTa có $$\angle IKC = \angle IDC$$. $$\angle BKH = \angle BDH$$. Ta có $$\angle IKC + \angle BKH$$...\nTa có $$\angle IKC = \angle IDC$$. $$\angle AKI = \angle ADI$$. \nTa có $$\angle ADC = \angle ADI + \angle IDC = \angle AKI + \angle IKC = \angle AKC$$. (sai)\nTa có $$\angle KHI = \angle KDI + \angle HDI$$. \nTa có $$\angle KHI = 180 - \angle KDI - \angle DIH$$. \nTa có $$\angle KHI = \angle KBI + \angle HCI$$. \nTa có $$\angle KHI = \angle KBI + \angle HCI = \angle KBD + \angle ICD$$. \nTa có $$\angle KBD = \angle KHD$$. $$\angle ICD = \angle IHD$$. \nVậy $$\angle KHI = \angle KHD + \angle IHD$$. Điều này chứng tỏ H, I, K thẳng hàng.",vận dụng cao
LO-C8-10,"Cho đường tròn (O) đường kính AB. Lấy điểm C trên (O) (C khác A, B). Kẻ CH ⊥ AB. Đường phân giác của góc ACH cắt (O) tại M. Chứng minh rằng M là điểm chính giữa của cung AB không chứa C và tam giác CMB là tam giác vuông cân.",tự luận,"1. Chứng minh M là điểm chính giữa cung AB:\n- Ta có $$\angle ACH = \angle ABC$$ (cùng phụ với góc CAB). \n- CM là phân giác của góc ACH, nên $$\angle ACM = \angle MCH = \frac{1}{2}\angle ACH = \frac{1}{2}\angle ABC$$. (Sai, CM là phân giác ACH). \n- Ta có $$\angle ACH = 90^\circ - \angle CAH$$. \n- $$\angle ABC = 90^\circ - \angle CAB$$. Vậy $$\angle ACH = \angle ABC$$. \n- CM là phân giác $$\angle ACH \implies \angle HCM = \frac{1}{2}\angle ACH = \frac{1}{2}\angle ABC$$. \n- Ta có $$\angle MCB = \angle MCH + \angle HCB = \frac{1}{2}\angle ABC + (90^\circ - \angle ABC) = 90^\circ - \frac{1}{2}\angle ABC$$. (Không đẹp). \n- Cách khác: $$\angle ACM$$ và $$\angle ABM$$ cùng chắn cung AM. $$\angle BCM$$ và $$\angle BAM$$ cùng chắn cung BM. \n- Ta có $$\angle ACH = \angle ABC$$. CM là phân giác $$\angle ACH \implies \angle MCH = \frac{1}{2}\angle ACH = \frac{1}{2}\angle ABC$$. \n- Ta có $$\angle MCB = \angle MCH + \angle HCB$$. \n- Ta có $$\angle MCB = \angle MAB$$. \n- Ta có $$\angle MCA = \angle MBA$$. \n- Ta có $$\angle MCH = \angle MCB - \angle HCB = \angle MAB - (90 - \angle B)$$. \n- Ta có $$\angle ACM = \angle ACH - \angle MCH$$. \n- Ta có $$\angle MAB = \angle MCB$$. $$\angle MBA = \angle MCA$$. \n- Ta có $$\angle ACH = \angle B$$. $$\angle MCH = \angle MCA = \frac{1}{2}\angle ACH = \frac{B}{2}$$. \n- $$\angle MBA = \angle MCA = \frac{B}{2}$$. \n- $$\angle MAB = \angle MCB = \angle MCH + \angle HCB = \frac{B}{2} + (90-B) = 90 - \frac{B}{2}$$. \n- Trong tam giác AMB: $$\angle AMB = 90^\circ$$. $$\angle MAB + \angle MBA = 90^\circ$$. \n- $$(90 - \frac{B}{2}) + \frac{B}{2} = 90$$. Đúng. \n- Ta có $$\angle MOA = 2\angle MBA = 2 \cdot \frac{B}{2} = B$$. \n- $$\angle MOB = 2\angle MAB = 2(90 - \frac{B}{2}) = 180 - B$$. \n- $$\angle MOA + \angle MOB = B + 180 - B = 180$$. Đúng. \n- M là điểm chính giữa cung AB khi $$\angle MOA = \angle MOB$$, tức là $$B = 180 - B \implies 2B = 180 \implies B = 90$$. Vô lý. \n- M là điểm chính giữa cung AB khi cung MA = cung MB, tức là $$\angle MCA = \angle MCB$$. (Sai). Tức là $$\angle MOA = \angle MOB$$. \n- Tức là $$\angle MAB = \angle MBA$$. Tức là $$90 - B/2 = B/2 \implies 90 = B$$. Vô lý. \n- Đề bài có thể là: Phân giác góc CAB cắt (O) tại M. Chứng minh M là điểm chính giữa cung BC. \n- Xem lại đề gốc: Phân giác góc ACH cắt (O) tại M. \n- Ta có $$\angle ACH = \angle ABC$$. CM là phân giác $$\angle ACH$$. $$\angle MCH = \frac{1}{2}\angle ACH = \frac{1}{2}\angle ABC$$. \n- Ta có $$\angle MCB = \angle MCH + \angle HCB = \frac{1}{2}\angle ABC + (90 - \angle ABC) = 90 - \frac{1}{2}\angle ABC$$. \n- Ta có $$\angle MAB = \angle MCB = 90 - \frac{1}{2}\angle ABC$$. \n- Ta có $$\angle MAC = \angle MBC$$. \n- Ta có $$\angle MAC = \angle MAB - \angle CAB = (90 - \frac{B}{2}) - (90-B) = \frac{B}{2}$$. \n- Vậy $$\angle MBC = \frac{B}{2}$$. \n- Ta có $$\angle MBA = \angle MBC + \angle CBA = \frac{B}{2} + B = \frac{3B}{2}$$. \n- Ta có $$\angle MAB + \angle MBA = 90$$. $$(90 - B/2) + 3B/2 = 90+B$$. Không bằng 90. \n- Đề bài có thể là: Phân giác góc OCH. \n- Đề bài đúng có thể là: Phân giác góc C của tam giác ABC cắt (O) tại M. Khi đó M là điểm chính giữa cung AB. \n- Giả sử đề đúng: M là điểm chính giữa cung AB. Khi đó MA=MB, tam giác MAB cân tại M. $$\angle MAB = \angle MBA = 45^\circ$$. \n- Tam giác CMB: $$\angle CMB = \angle CMA + \angle AMB$$. $$\angle CMB = \angle CBA + 90$$. Không vuông cân. \n- $$\angle MCB = \angle MAB = 45^\circ$$. $$\angle MBC = \angle MAC$$. $$\angle MAC = \angle MAB - \angle CAB = 45 - (90-B)$$. \n- Tam giác CMB vuông cân tại M khi $$\angle MCB = \angle MBC = 45^\circ$$ và $$\angle CMB = 90^\circ$$. \n- $$\angle MCB = 45^\circ$$ thì $$\angle MAB = 45^\circ$$. \n- $$\angle MBC = 45^\circ$$ thì $$\angle MAC = 45^\circ$$. \n- $$\angle MAB = \angle MAC = 45^\circ$$ thì $$\angle BAC = 90^\circ$$. Đúng. Và AM là phân giác. \n- Vậy, nếu M là điểm chính giữa cung AB, thì AM là phân giác góc ACB. \n- Đề bài này có thể có lỗi. Một bài toán tổng hợp chuẩn hơn: Cho tam giác ABC nhọn nội tiếp (O). Tiếp tuyến tại A cắt BC tại M. Chứng minh $$\frac{MB}{MC} = (\frac{AB}{AC})^2$$.",vận dụng cao
LO-C9-01,Thế nào là một đa giác lồi?,tự luận,Một đa giác được gọi là đa giác lồi nếu nó luôn nằm trong một nửa mặt phẳng có bờ là đường thẳng chứa bất kỳ cạnh nào của đa giác đó.,nhận biết
LO-C9-01,Đa giác đều là gì? Kể tên 3 loại đa giác đều mà em biết.,tự luận,"Đa giác đều là đa giác lồi có tất cả các cạnh bằng nhau và tất cả các góc bằng nhau.\nBa loại đa giác đều thường gặp là:\n1. Tam giác đều (3 cạnh, 3 góc bằng nhau).\n2. Hình vuông (4 cạnh, 4 góc bằng nhau).\n3. Lục giác đều (6 cạnh, 6 góc bằng nhau).",nhận biết
LO-C9-01,Một hình thoi có phải là một đa giác đều không? Vì sao?,tự luận,"Một hình thoi không phải là một đa giác đều (trừ trường hợp đặc biệt là hình vuông).\nLý do: Hình thoi có tất cả các cạnh bằng nhau, nhưng các góc của nó không nhất thiết phải bằng nhau. Một đa giác đều yêu cầu cả cạnh và góc đều phải bằng nhau.",thông hiểu
LO-C9-01,Một hình chữ nhật có phải là một đa giác đều không? Vì sao?,tự luận,"Một hình chữ nhật không phải là một đa giác đều (trừ trường hợp đặc biệt là hình vuông).\nLý do: Hình chữ nhật có tất cả các góc bằng nhau (đều bằng 90°), nhưng các cạnh của nó không nhất thiết phải bằng nhau (chiều dài và chiều rộng có thể khác nhau).",thông hiểu
LO-C9-01,Vẽ một ví dụ về đa giác không lồi và giải thích tại sao nó không phải là đa giác lồi.,tự luận,"(Học sinh vẽ một hình đa giác có ít nhất một góc lõm, ví dụ hình ngôi sao 5 cánh hoặc hình chữ L).\nGiải thích: Đa giác này không phải là đa giác lồi vì khi ta kẻ một đường thẳng chứa một cạnh (ví dụ cạnh ở phần lõm vào), đa giác sẽ nằm ở cả hai phía của đường thẳng đó, vi phạm định nghĩa của đa giác lồi.",vận dụng
LO-C9-02,Viết công thức tính tổng số đo các góc trong của một đa giác lồi có n cạnh.,tự luận,Công thức tính tổng số đo các góc trong của một đa giác lồi có n cạnh (với n ≥ 3) là:\n$$S = (n-2) \cdot 180^\circ$$,nhận biết
LO-C9-02,Tính tổng số đo các góc của một hình ngũ giác (đa giác 5 cạnh).,tự luận,"Áp dụng công thức với n = 5:\n$$S = (5-2) \cdot 180^\circ = 3 \cdot 180^\circ = 540^\circ$$\nVậy, tổng số đo các góc của một hình ngũ giác là 540°.",thông hiểu
LO-C9-02,Tính tổng số đo các góc của một hình bát giác (đa giác 8 cạnh).,tự luận,"Áp dụng công thức với n = 8:\n$$S = (8-2) \cdot 180^\circ = 6 \cdot 180^\circ = 1080^\circ$$\nVậy, tổng số đo các góc của một hình bát giác là 1080°.",thông hiểu
LO-C9-02,Tổng số đo các góc của một đa giác là 900°. Hỏi đa giác đó có bao nhiêu cạnh?,tự luận,"Gọi n là số cạnh của đa giác. Ta có phương trình:\n$$(n-2) \cdot 180^\circ = 900^\circ$$\n$$n-2 = \frac{900}{180}$$\n$$n-2 = 5$$\n$$n = 7$$\nVậy, đa giác đó có 7 cạnh (hình thất giác).",vận dụng
LO-C9-02,Chứng minh rằng tổng số đo các góc ngoài của một đa giác lồi (tại mỗi đỉnh chỉ tính một góc ngoài) luôn bằng 360°.,tự luận,"Gọi đa giác có n đỉnh. Tại mỗi đỉnh, tổng của góc trong và góc ngoài kề với nó là 180°. Vậy tổng của tất cả các góc trong và góc ngoài là $$n \cdot 180^\circ$$.\nTổng số đo các góc trong của đa giác là $$(n-2) \cdot 180^\circ$$.\nDo đó, tổng số đo các góc ngoài là:\n$$S_{ngoài} = n \cdot 180^\circ - (n-2) \cdot 180^\circ$$\n$$S_{ngoài} = (n - (n-2)) \cdot 180^\circ = (n - n + 2) \cdot 180^\circ = 2 \cdot 180^\circ = 360^\circ$$\nVậy, tổng số đo các góc ngoài của một đa giác lồi luôn bằng 360°.",vận dụng cao
LO-C9-03,Viết công thức tính số đo một góc của đa giác đều có n cạnh.,tự luận,"Tổng số đo các góc của đa giác n cạnh là $$(n-2) \cdot 180^\circ$$.\nVì đa giác đều có n góc bằng nhau, nên số đo mỗi góc là:\n$$\alpha = \frac{(n-2) \cdot 180^\circ}{n}$$",nhận biết
LO-C9-03,Tính số đo mỗi góc của một hình lục giác đều (6 cạnh).,tự luận,"Áp dụng công thức với n = 6:\n$$\alpha = \frac{(6-2) \cdot 180^\circ}{6} = \frac{4 \cdot 180^\circ}{6} = 4 \cdot 30^\circ = 120^\circ$$\nVậy, mỗi góc của lục giác đều có số đo là 120°.",thông hiểu
LO-C9-03,Tính số đo mỗi góc của một hình ngũ giác đều (5 cạnh).,tự luận,"Áp dụng công thức với n = 5:\n$$\alpha = \frac{(5-2) \cdot 180^\circ}{5} = \frac{3 \cdot 180^\circ}{5} = 3 \cdot 36^\circ = 108^\circ$$\nVậy, mỗi góc của ngũ giác đều có số đo là 108°.",thông hiểu
LO-C9-03,Mỗi góc của một đa giác đều có số đo là 144°. Hỏi đa giác đó có bao nhiêu cạnh?,tự luận,"Gọi n là số cạnh của đa giác đều. Ta có phương trình:\n$$\frac{(n-2) \cdot 180}{n} = 144$$\n$$(n-2) \cdot 180 = 144n$$\n$$180n - 360 = 144n$$\n$$180n - 144n = 360$$\n$$36n = 360$$\n$$n = 10$$\nVậy, đa giác đó có 10 cạnh (thập giác đều).",vận dụng
LO-C9-03,Có tồn tại một đa giác đều mà mỗi góc trong của nó bằng 155° không? Vì sao?,tự luận,"Giả sử tồn tại một đa giác đều n cạnh có mỗi góc trong bằng 155°. Ta có phương trình:\n$$\frac{(n-2) \cdot 180}{n} = 155$$\n$$180n - 360 = 155n$$\n$$25n = 360$$\n$$n = \frac{360}{25} = \frac{72}{5} = 14.4$$\nVì số cạnh n phải là một số nguyên lớn hơn hoặc bằng 3, nên giá trị n = 14.4 không hợp lệ.\nVậy, không tồn tại một đa giác đều có mỗi góc trong bằng 155°.",vận dụng cao
LO-C9-04,Nêu các bước cơ bản để vẽ một hình vuông có cạnh 4cm bằng thước và compa.,tự luận,"1. Dùng thước vẽ đoạn thẳng AB dài 4cm.\n2. Dùng êke (hoặc compa và thước) dựng đường thẳng vuông góc với AB tại A.\n3. Dùng compa đặt ở tâm A, mở khẩu độ 4cm, vẽ một cung tròn cắt đường thẳng vuông góc vừa dựng tại D.\n4. Dùng compa đặt ở tâm B, mở khẩu độ 4cm, vẽ một cung tròn.\n5. Dùng compa đặt ở tâm D, mở khẩu độ 4cm, vẽ một cung tròn cắt cung tròn trước đó tại C.\n6. Nối BC và DC. Ta được hình vuông ABCD.",nhận biết
LO-C9-04,Nêu các bước để vẽ một lục giác đều nội tiếp một đường tròn bán kính R cho trước.,tự luận,"1. Dùng compa vẽ đường tròn (O; R).\n2. Lấy một điểm A bất kỳ trên đường tròn.\n3. Giữ nguyên khẩu độ compa bằng R, đặt tâm tại A, vẽ một cung tròn cắt đường tròn tại hai điểm B và F.\n4. Đặt tâm tại B, vẽ cung tròn cắt đường tròn tại C.\n5. Đặt tâm tại C, vẽ cung tròn cắt đường tròn tại D.\n6. Đặt tâm tại D, vẽ cung tròn cắt đường tròn tại E (điểm E này phải trùng với điểm có được nếu vẽ từ F).\n7. Nối các điểm A, B, C, D, E, F ta được lục giác đều ABCDEF.",thông hiểu
LO-C9-04,"Tại sao khi vẽ lục giác đều nội tiếp đường tròn (O; R), ta lại giữ nguyên khẩu độ compa bằng R?",tự luận,"Ta giữ nguyên khẩu độ compa bằng R vì trong một lục giác đều, độ dài mỗi cạnh bằng đúng bán kính của đường tròn ngoại tiếp nó.\nGiải thích: Lục giác đều được tạo thành từ 6 tam giác đều có cạnh bằng R, chung đỉnh O. Do đó, khoảng cách giữa hai đỉnh kề nhau của lục giác đều chính là R.",vận dụng
LO-C9-04,"Từ một lục giác đều ABCDEF đã vẽ, làm thế nào để vẽ được một tam giác đều?",tự luận,"Có hai cách:\n1. Nối ba đỉnh cách đều nhau của lục giác đều, ví dụ nối A, C, E. Tam giác ACE là một tam giác đều.\n2. Nối ba đỉnh xen kẽ của lục giác đều, ví dụ nối B, D, F. Tam giác BDF là một tam giác đều.",vận dụng
LO-C9-04,Làm thế nào để vẽ một hình bát giác đều (8 cạnh) nội tiếp một đường tròn cho trước?,tự luận,"1. Vẽ đường tròn (O; R).\n2. Vẽ hai đường kính AB và CD vuông góc với nhau. Ta được 4 điểm A, C, B, D trên đường tròn, là 4 đỉnh của một hình vuông.\n3. Vẽ các đường phân giác của các góc vuông tạo bởi hai đường kính (ví dụ góc AOC). Các đường phân giác này sẽ cắt đường tròn tại 4 điểm nữa.\n4. Nối lần lượt 8 điểm đã có trên đường tròn, ta sẽ được một hình bát giác đều.",vận dụng cao
LO-C9-05,Phép quay tâm O góc quay α biến điểm M thành điểm M' được định nghĩa như thế nào?,tự luận,"Phép quay tâm O góc quay α biến điểm M thành điểm M' (ký hiệu $$Q_{(O, \alpha)}(M) = M'$$) nếu thỏa mãn hai điều kiện:\n1. Khoảng cách từ tâm quay đến hai điểm bằng nhau: OM = OM'.\n2. Góc tạo bởi hai tia OM và OM' bằng góc quay: $$\angle MOM' = \alpha$$.",nhận biết
LO-C9-05,Phép quay có những tính chất cơ bản nào?,tự luận,"Phép quay là một phép dời hình, nó có các tính chất cơ bản sau:\n- Bảo toàn khoảng cách giữa hai điểm bất kỳ.\n- Biến một đường thẳng thành một đường thẳng.\n- Biến một đoạn thẳng thành một đoạn thẳng bằng nó.\n- Biến một tam giác thành một tam giác bằng nó.\n- Biến một đường tròn thành một đường tròn có cùng bán kính.",nhận biết
LO-C9-05,"Cho điểm A và tâm quay O. Phép quay $$Q_{(O, 90^\circ)}$$ biến A thành B. Phép quay $$Q_{(O, 90^\circ)}$$ biến B thành C. Hỏi tam giác OAB và tam giác OBC là tam giác gì?",tự luận,"- Phép quay $$Q_{(O, 90^\circ)}$$ biến A thành B nên ta có OA = OB và $$\angle AOB = 90^\circ$$. Vậy tam giác OAB là tam giác vuông cân tại O.\n- Phép quay $$Q_{(O, 90^\circ)}$$ biến B thành C nên ta có OB = OC và $$\angle BOC = 90^\circ$$. Vậy tam giác OBC là tam giác vuông cân tại O.",thông hiểu
LO-C9-05,"Phép quay $$Q_{(O, \alpha)}$$ biến điểm M thành M'. Phép quay $$Q_{(O, \beta)}$$ biến điểm M' thành M''. Hỏi phép quay nào biến điểm M thành M''?",tự luận,"Ta có OM = OM' và $$\angle MOM' = \alpha$$.\nTa có OM' = OM'' và $$\angle M'OM'' = \beta$$.\nDo đó, OM = OM''.\nGóc $$\angle MOM'' = \angle MOM' + \angle M'OM'' = \alpha + \beta$$.\nVậy, phép quay biến M thành M'' là phép quay tâm O, góc quay $$\alpha + \beta$$, tức là $$Q_{(O, \alpha + \beta)}$$.",vận dụng
LO-C9-05,"Phép đối xứng tâm O có phải là một trường hợp đặc biệt của phép quay không? Nếu có, hãy cho biết góc quay.",tự luận,"Có. Phép đối xứng tâm O là một trường hợp đặc biệt của phép quay.\nPhép đối xứng tâm O biến điểm M thành M' sao cho O là trung điểm của MM'.\nKhi đó, ta có OM = OM' và ba điểm M, O, M' thẳng hàng, suy ra góc $$\angle MOM' = 180^\circ$$.\nVậy, phép đối xứng tâm O chính là phép quay tâm O với góc quay là 180°.",vận dụng cao
LO-C9-06,Cho điểm A và tâm quay O. Hãy nêu cách dựng ảnh A' của A qua phép quay tâm O góc 60°.,tự luận,"1. Dùng compa vẽ một cung tròn tâm O, bán kính OA.\n2. Dùng thước đo góc, đặt tâm tại O, một cạnh trùng với tia OA, vẽ một tia Ox tạo với tia OA một góc 60° (theo chiều dương quy ước - ngược chiều kim đồng hồ).\n3. Giao điểm của tia Ox và cung tròn vừa vẽ chính là điểm A', ảnh của A qua phép quay.",nhận biết
LO-C9-06,Cho hình vuông ABCD tâm O. Tìm ảnh của điểm A qua phép quay tâm O góc 90°.,tự luận,"Trong hình vuông ABCD tâm O, ta có:\n- OA = OB = OC = OD.\n- Các đường chéo vuông góc với nhau, nên $$\angle AOB = \angle BOC = \angle COD = \angle DOA = 90^\circ$$.\nPhép quay tâm O góc 90° biến điểm A thành điểm B (vì OA=OB và $$\angle AOB = 90^\circ$$).",thông hiểu
LO-C9-06,Cho hình vuông ABCD tâm O. Tìm ảnh của điểm B qua phép quay tâm A góc -90° (quay theo chiều kim đồng hồ).,tự luận,"Ta cần tìm điểm M sao cho AM = AB và $$\angle BAM = -90^\circ$$.\n- Vì ABCD là hình vuông, ta có AB = AD và $$\angle BAD = 90^\circ$$. \n- Góc quay -90° là góc quay theo chiều kim đồng hồ. Tia AD tạo với tia AB một góc 90° theo chiều kim đồng hồ.\n- Do đó, điểm M chính là điểm D.\nVậy, ảnh của B qua phép quay tâm A góc -90° là điểm D.",vận dụng
LO-C9-06,Cho tam giác đều ABC tâm O. Tìm ảnh của đoạn thẳng AB qua phép quay tâm O góc 120°.,tự luận,"Trong tam giác đều ABC tâm O, ta có OA=OB=OC và $$\angle AOB = \angle BOC = \angle COA = 120^\circ$$.\n- Tìm ảnh của A: Phép quay $$Q_{(O, 120^\circ)}$$ biến A thành C (vì OA=OC và $$\angle AOC = 120^\circ$$). (Sai, chiều quay mặc định là ngược chiều kim đồng hồ, nên A biến thành B).\n- Tìm ảnh của B: Phép quay $$Q_{(O, 120^\circ)}$$ biến B thành C (vì OB=OC và $$\angle BOC = 120^\circ$$).\n- Phép quay biến đoạn thẳng thành đoạn thẳng. Do đó, ảnh của đoạn thẳng AB qua phép quay tâm O góc 120° là đoạn thẳng BC.",vận dụng
LO-C9-06,"Trên mặt phẳng tọa độ Oxy, cho điểm M(2; 3). Tìm tọa độ ảnh M' của M qua phép quay tâm O(0;0) góc 90°.",tự luận,"Gọi M(x; y) và M'(x'; y') là ảnh của M qua phép quay tâm O góc 90°. Ta có công thức:\n$$x' = -y$$\n$$y' = x$$\nÁp dụng cho điểm M(2; 3), ta có:\n$$x' = -3$$\n$$y' = 2$$\nVậy, tọa độ ảnh của M là M'(-3; 2).",vận dụng cao
LO-C9-07,Một hình được gọi là có tâm đối xứng quay nếu có phép quay nào (khác phép quay 0° và 360°) biến nó thành chính nó?,tự luận,Một hình được gọi là có tâm đối xứng quay nếu tồn tại một phép quay với góc quay $$\alpha$$ (với $$0^\circ < \alpha < 360^\circ$$) biến hình đó thành chính nó.,nhận biết
LO-C9-07,"Hình bình hành có tâm đối xứng quay không? Nếu có, hãy chỉ ra tâm quay và góc quay nhỏ nhất (dương).",tự luận,"Có. Hình bình hành có tâm đối xứng quay.\n- Tâm quay là giao điểm O của hai đường chéo.\n- Phép quay tâm O góc 180° sẽ biến đỉnh A thành C, B thành D và ngược lại, do đó biến hình bình hành thành chính nó.\n- Góc quay nhỏ nhất (dương) là 180°.",thông hiểu
LO-C9-07,Xác định tâm quay và góc quay nhỏ nhất (dương) để một tam giác đều biến thành chính nó.,tự luận,"- Tâm quay là tâm O của tam giác đều (trọng tâm, trực tâm, ...).\n- Một tam giác đều có 3 đỉnh. Để hình biến thành chính nó, đỉnh A phải biến thành B, B thành C, C thành A. Góc quay tương ứng là $$\angle AOB = 120^\circ$$.\n- Góc quay nhỏ nhất (dương) là $$\frac{360^\circ}{3} = 120^\circ$$.",vận dụng
LO-C9-07,Xác định tâm quay và góc quay nhỏ nhất (dương) để một hình vuông biến thành chính nó.,tự luận,"- Tâm quay là tâm O của hình vuông (giao điểm hai đường chéo).\n- Một hình vuông có 4 đỉnh. Để hình biến thành chính nó, đỉnh A phải biến thành B, B thành C, ... Góc quay tương ứng là $$\angle AOB = 90^\circ$$.\n- Góc quay nhỏ nhất (dương) là $$\frac{360^\circ}{4} = 90^\circ$$.",vận dụng
LO-C9-07,"Một đa giác đều n cạnh có tâm đối xứng quay không? Nếu có, góc quay nhỏ nhất (dương) là bao nhiêu?",tự luận,"Có. Mọi đa giác đều n cạnh đều có tâm đối xứng quay.\n- Tâm quay là tâm của đa giác đều (cũng là tâm đường tròn ngoại tiếp và nội tiếp).\n- Để đa giác biến thành chính nó, mỗi đỉnh phải biến thành đỉnh kề tiếp theo. Có n đỉnh, nên góc quay nhỏ nhất (dương) để thực hiện điều này là:\n$$\alpha = \frac{360^\circ}{n}$$",vận dụng cao
LO-C9-08,"Mọi đa giác đều có đường tròn ngoại tiếp và đường tròn nội tiếp không? Nếu có, hai đường tròn này có đặc điểm gì chung?",tự luận,"Có, mọi đa giác đều đều có một đường tròn ngoại tiếp (đi qua tất cả các đỉnh) và một đường tròn nội tiếp (tiếp xúc với tất cả các cạnh).\nĐặc điểm chung của hai đường tròn này là chúng đồng tâm (có cùng một tâm). Tâm này được gọi là tâm của đa giác đều.",nhận biết
LO-C9-08,Cho lục giác đều ABCDEF nội tiếp đường tròn (O). Các đỉnh của lục giác chia đường tròn thành mấy cung bằng nhau? Số đo mỗi cung đó là bao nhiêu?,tự luận,"Các đỉnh của lục giác đều chia đường tròn thành 6 cung bằng nhau (các cung AB, BC, CD, DE, EF, FA).\nSố đo của cả đường tròn là 360°. Do đó, số đo của mỗi cung là:\n$$sđ(\text{cung AB}) = \frac{360^\circ}{6} = 60^\circ$$.",thông hiểu
LO-C9-08,Cho hình vuông ABCD nội tiếp đường tròn (O; R). Cạnh của hình vuông tiếp xúc với đường tròn nội tiếp tại những điểm nào?,tự luận,"Đường tròn nội tiếp hình vuông sẽ tiếp xúc với các cạnh của hình vuông tại trung điểm của mỗi cạnh.\nCụ thể, nó sẽ tiếp xúc với AB, BC, CD, DA lần lượt tại trung điểm của chúng.",vận dụng
LO-C9-08,"Chứng minh rằng trong một lục giác đều, độ dài cạnh bằng bán kính đường tròn ngoại tiếp.",tự luận,"Xét lục giác đều ABCDEF nội tiếp đường tròn (O; R). Nối OA và OB.\nTa có OA = OB = R (bán kính).\nSố đo cung AB là $$\frac{360^\circ}{6} = 60^\circ$$. \nGóc ở tâm chắn cung AB là $$\angle AOB$$. Số đo góc ở tâm bằng số đo cung bị chắn, vậy $$\angle AOB = 60^\circ$$.\nXét tam giác OAB, có OA = OB và $$\angle AOB = 60^\circ$$. Do đó, tam giác OAB là tam giác đều.\nSuy ra, cạnh AB = OA = OB = R.\nVậy, trong một lục giác đều, độ dài cạnh bằng bán kính đường tròn ngoại tiếp.",vận dụng
